"LastName"	"FirstName"	"DatasetID"	"Dataset"	"SpeciesName"	"AccSpeciesID"	"AccSpeciesName"	"ObservationID"	"ObsDataID"	"TraitID"	"TraitName"	"DataName"	"OriglName"	"OrigUnitStr"	"ValueKindName"	"OrigUncertaintyStr"	"UncertaintyName"	"Replicates"	"StdValue"	"UnitName"	"RelUncertaintyPercent"	"OrigObsDataID"	"ErrorRisk"	"Reference"	"Comment"	"max_height"	"42"	"45"	"47"	"59"	"60"	"61"	"62"	"68"	"80"	"92"	"112"	"113"	"117"	"118"	"119"	"120"	"121"	"122"	"123"	"124"	"125"	"126"	"127"	"128"	"129"	"130"	"131"	"132"	"133"	"134"	"135"	"136"	"137"	"138"	"139"	"140"	"153"	"154"	"155"	"156"	"157"	"158"	"159"	"160"	"161"	"162"	"163"	"164"	"193"	"216"	"226"	"232"	"235"	"283"	"325"	"327"	"413"	"448"	"505"	"506"	"507"	"515"	"703"	"706"	"708"	"709"	"713"	"719"	"882"	"911"	"1412"	"1736"	"1861"	"P50"	"2100"	"2200"	"k_sat"	"2358"	"2525"	"2537"	"2538"	"2539"	"2540"	"2541"	"2542"	"2543"	"Huber"	"2545"	"2546"	"2547"	"2548"	"2549"	"2550"	"2551"	"2552"	"2553"	"2554"	"2555"	"2556"	"2557"	"2558"	"2559"	"2560"	"2561"	"2562"	"2563"	"2564"	"2565"	"2566"	"2567"	"2568"	"2570"	"2571"	"2572"	"2573"	"2574"	"2575"	"2576"	"2577"	"2578"	"2579"	"2580"	"2581"	"2582"	"2583"	"2584"	"2585"	"2586"	"2587"	"2588"	"2589"	"2590"	"2591"	"2592"	"2593"	"2594"	"2656"	"6584"
"79"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Cercis canadensis"	11853	"Cercis canadensis"	1727292	12537244	1096	"Wood (sapwood) specific conductivity (stem specific conductivity)"	"Sapwood-specific conductivity / stem specific conductivity / hydraulic conductivity"	"Ks (kg m-1 MPa-1 s-1)"	"kg m-1 MPa-1 s-1"	"Single"	NA	NA	NA	0.25	"kg/m/s/Mpa"	NA	NA	3.02093	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"stem specific conductivity = xylem conductivity per unit of cross-sectional sapwood area"	NA	"W"	NA	"T"	36.0166666666667	-78.9833333333333	150	15	10.7045	1220	1275	"USA_Nc_DukeForest_3"	"Maherali et al. 2006"	3.8	5.4	9.9	14.9	19.4	23.4	25.5	24.9	21.4	15.4	10.5	5.5	101.754084264832	100.705073086844	110.146173688736	86.0189165950129	114.342218400688	104.901117798796	118.53826311264	118.53826311264	95.4600171969045	90.2149613069647	88.1169389509888	91.2639724849527	53.6	56.7	62	63.8	60.1	62.4	59.6	58.5	59.3	62	56.7	52.9	"TMS"	NA	NA	NA	"avg monthly max temp 26-July, min temp -2.3-January, fatigue corrected P50; specimens between 2 ..."	NA	69.625	"N"	"A"	NA	NA	NA	NA	NA	"semi-ring-porous"	"clusters"	"simple"	NA	26.4100278337181	"fibres"	3	48.8	"USA"	"Duke Forest, North Carolina"	"S"	2.52	-6.5	3.8e-05	0.25	0.29475	"Duke Forest, North Carolina"	-0.4	9.54773869346734	"O"	"PW"	"CE"	NA	-1.41	0.000147186246326616	NA	NA	NA	NA	51.6407490457137	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	NA	NA	NA	NA	NA	NA	NA	58.9666666666667	92.8	66.7	63.4	62.7	60.7	70.6	73	75.7	77.6	76	72.1	68.4	23.6	19.5	12.2	3.5	0	0	0	0	0	2.9	10.9	20.2	68.6	NA
"80"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Cercocarpus betuloides"	212964	"Cercocarpus montanus var. glaber"	1727296	12537639	1096	"Wood (sapwood) specific conductivity (stem specific conductivity)"	"Sapwood-specific conductivity / stem specific conductivity / hydraulic conductivity"	"Ks (kg m-1 MPa-1 s-1)"	"kg m-1 MPa-1 s-1"	"Single"	NA	NA	NA	2.04	"kg/m/s/Mpa"	NA	NA	0.947873	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"stem specific conductivity = xylem conductivity per unit of cross-sectional sapwood area"	NA	"E"	NA	"S"	34.0888333333333	-118.654833333333	510	15.9626666666667	NA	380	1260	"USA_Ca_SantaMonica_6"	"Jacobsen et al. 2007c"	10.696	11.696	11.596	13.496	15.796	18.696	22.596	22.896	21.096	18.096	13.696	11.196	77.7898550724638	73.6594202898551	61.268115942029	26.1594202898551	4.81884057971014	1.3768115942029	0	2.7536231884058	6.88405797101449	8.94927536231884	60.5797101449275	55.7608695652174	67	69.7	69.8	75.7	66.1	67.4	79.7	80.5	74.8	72.3	66.3	66.6	"WDS"	NA	NA	NA	NA	NA	68.15	"N"	"A"	NA	NA	NA	NA	NA	"semi-ring-porous"	"sol"	"simple"	NA	33.94	"tracheids"	3	NA	"USA"	"Santa Monica Mountains of Southern California, Chaparral"	"S"	7.46	NA	NA	2.04	NA	"Santa Monica Mountains of Southern California, Chaparral"	NA	NA	"S"	"P"	"DH"	NA	-6.8	NA	NA	NA	NA	104	45.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	"no"	328	NA	14999	NA	0.024	0.7782	71.325	26.7	65.9	67.9	68.2	66.2	68.1	69.9	70.3	70.8	69.4	67.4	67.1	4.9	3.5	3.2	2.3	1.5	0.7	0.3	0.3	0.8	1.5	2.7	5	66.6	NA
"81"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Cinnamomum camphora"	12951	"Cinnamomum camphora"	1727311	12539092	1096	"Wood (sapwood) specific conductivity (stem specific conductivity)"	"Sapwood-specific conductivity / stem specific conductivity / hydraulic conductivity"	"Ks (kg m-1 MPa-1 s-1)"	"kg m-1 MPa-1 s-1"	"Single"	NA	NA	NA	1.44262	"kg/m/s/Mpa"	NA	NA	2.03194	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"stem specific conductivity = xylem conductivity per unit of cross-sectional sapwood area"	20	"E"	NA	"T"	-29.8833333333333	31	6	20.875	NA	972	1214	"SA_Natal_Durban"	"Vander Willigen et al. 2000"	24.3	24.5	23.9	21.8	19.4	17.1	16.8	17.9	19.3	20.4	21.8	23.3	124	112	127	70	55	29	31	46	64	95	110	109	46	50.8	54.7	60.8	67.4	72.3	71.9	65.1	51.3	45.7	43.9	46.4	"TRR"	NA	NA	NA	NA	NA	76.4416666666667	"N"	"A"	NA	NA	NA	NA	271	"diffuse-porous"	"sol + RM"	"mixed"	NA	19.5	"fibres"	2	NA	"South Africa"	"Durban, Natal"	"S"	1.24	-1.7	0.00017	1.44262	NA	"Durban, Natal"	-0.8	82.6086956521739	"S"	"PW"	"AE"	NA	NA	0.000120219	NA	NA	NA	30	NA	0.0719557195571956	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	NA	NA	NA	NA	NA	NA	NA	56.3583333333333	1.6	80.3	80.3	80.3	78.2	74.8	69.5	69.6	72.9	76	77.4	78.9	0	0	0	0	0.1	0.6	0.7	0.2	0	0	0	0	79.1	NA
"82"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Cistus albidus"	13138	"Cistus albidus"	1727312	12539209	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	9.30088358394048	"mm2 mg-1"	NA	NA	0.854117	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	NA	"E"	NA	"S"	41.2166666666667	0.916666666666667	1000	10.9	NA	709	943	"ES_Prades_2"	"Martinez-Vilalta et al. 2002"	3.21666666666667	4.31666666666667	6.61666666666667	8.81666666666667	12.5166666666667	16.5166666666667	19.6166666666667	19.6166666666667	16.7166666666667	11.4166666666667	6.71666666666667	4.71666666666667	43.5164670658683	39.2709580838323	61.559880239521	59.437125748503	79.6032934131737	64.7440119760479	28.6571856287425	49.8847305389222	76.4191616766467	78.5419161676647	63.6826347305389	63.6826347305389	48.4	53.7	54.7	54.6	56.6	61.9	70.7	67.1	60	57	50.4	47.5	"WDS"	NA	"SD"	NA	NA	NA	66.9583333333333	"N"	"A"	1	NA	NA	NA	341.420987943841	"diffuse-porous"	"sol"	"simple"	NA	12.4442492894154	"tracheids"	4	33.9234449760766	"Spain"	"Prades"	"S"	5.78	-8.85869713833149	4.8956073534e-05	0.17085977064543	0.045346073185332	"Prades"	-2.70130286166851	12.3428834642027	"S"	"PW"	"AD"	-5.525	-6.175	0.000283509379866	NA	NA	NA	44.9666666666667	19.5195875371429	0.0364484016180701	NA	NA	NA	NA	NA	NA	NA	NA	"vestured"	NA	NA	"no"	NA	NA	NA	NA	NA	NA	56.8833333333333	77.3	74.4	69.6	65.1	64.5	64	61.5	57	61.4	66.8	71.5	73.7	14.9	12.3	11.1	7.2	3.4	1.2	0.4	0.4	1	3.3	8.6	13.5	74	93.0088358394048
"83"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Cistus ladanifer"	13144	"Cistus ladanifer"	1727315	12539516	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	5.189	"mm2 mg-1"	NA	NA	1.48648	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	NA	"D"	NA	"S"	38.2333333333333	-4.2	330	15.3	18.5	770	1295	"ES_CardeÒa"	"Quero et al. unpublished"	6.90833333333333	8.20833333333333	10.4083333333333	12.7083333333333	17.0083333333333	21.5083333333333	25.8083333333333	25.5083333333333	21.9083333333333	16.0083333333333	10.4083333333333	7.20833333333333	85.0511531125369	88.6561470435235	79.9774579504075	77.4406103693428	58.8815675394486	39.3878966533726	11.8831281428819	12.2836830241027	36.4504941910872	81.1791225940697	99.8716837177042	98.9370556615224	49.8	51	54.3	53.9	64.8	71.1	82.2	81	67.6	58.9	55.2	48	"WDS"	NA	NA	NA	NA	NA	63.4916666666667	"N"	"A"	NA	NA	NA	NA	NA	"diffuse-porous"	"sol"	"simple"	NA	NA	"tracheids"	4	30.4347826086957	"Spain"	"CardeÒa"	"S"	6.2	-11.1810754117255	0.0001372	0.2	0.53	"CardeÒa"	-1.21892458827449	7.6288746623967	"S"	"PW"	"AD"	-3.93	-5.78	0.000686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"vestured"	NA	NA	"no"	NA	NA	NA	NA	NA	NA	61.4833333333333	58.8	79.2	74.2	67	64.8	58.3	52.3	43.5	45.1	54.2	66.8	76.5	13.1	10.2	8.4	4.6	1.3	0.3	0.1	0.1	0.2	1.4	6.8	12.3	80	51.89
"84"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Cistus laurifolius"	13146	"Cistus laurifolius"	1727316	12539625	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	5.18044124408297	"mm2 mg-1"	NA	NA	1.49013	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	NA	"E"	NA	"S"	41.2166666666667	0.916666666666667	1000	10.9	NA	709	943	"ES_Prades_2"	"Martinez-Vilalta et al. 2002"	3.21666666666667	4.31666666666667	6.61666666666667	8.81666666666667	12.5166666666667	16.5166666666667	19.6166666666667	19.6166666666667	16.7166666666667	11.4166666666667	6.71666666666667	4.71666666666667	43.5164670658683	39.2709580838323	61.559880239521	59.437125748503	79.6032934131737	64.7440119760479	28.6571856287425	49.8847305389222	76.4191616766467	78.5419161676647	63.6826347305389	63.6826347305389	48.4	53.7	54.7	54.6	56.6	61.9	70.7	67.1	60	57	50.4	47.5	"WDS"	NA	"SD"	NA	NA	NA	66.9583333333333	"N"	"A"	1.5	NA	NA	NA	445.798265397803	"semi-ring-porous"	"sol"	"simple"	NA	14.0013336843842	"tracheids"	4	33.9234449760766	"Spain"	"Prades"	"S"	3.65	-6.35664651341852	0.000247523502932	0.50256259443654	0.12395844486056	"Prades"	-0.943353486581483	14.0395134021419	"S"	"PW"	"AD"	-3.925	-4.4	0.000712665613131	NA	NA	NA	58.9333333333333	32.3720070921684	0.0314073310085455	NA	NA	NA	NA	NA	NA	NA	NA	"vestured"	NA	NA	"no"	NA	NA	NA	NA	NA	NA	56.8833333333333	77.3	74.4	69.6	65.1	64.5	64	61.5	57	61.4	66.8	71.5	73.7	14.9	12.3	11.1	7.2	3.4	1.2	0.4	0.4	1	3.3	8.6	13.5	74	51.8044124408297
"85"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Clusia uvitana"	13609	"Clusia uvitana"	1727321	12540103	1096	"Wood (sapwood) specific conductivity (stem specific conductivity)"	"Sapwood-specific conductivity / stem specific conductivity / hydraulic conductivity"	"Ks (kg m-1 MPa-1 s-1)"	"kg m-1 MPa-1 s-1"	"Single"	NA	NA	NA	1.07	"kg/m/s/Mpa"	NA	NA	1.4343	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"stem specific conductivity = xylem conductivity per unit of cross-sectional sapwood area"	6	"E"	NA	"S"	9.16666666666667	-79.846036	100	26.2726666666667	NA	2600	1392	"PA_BCI"	"Zotz et al. 1994"	25.706	26.306	27.206	27.606	27.106	26.206	26.606	26.206	25.806	25.706	25.406	25.406	73.8863287250384	31.9508448540707	27.9569892473118	92.8571428571429	284.562211981567	258.602150537634	280.568356374808	289.554531490015	265.591397849462	371.428571428571	388.402457757296	234.639016897081	56	65.2	61.9	57.8	47.5	45.6	45.4	41.8	43.3	41.4	44.2	47.3	"TRR"	NA	NA	NA	NA	NA	83.6666666666667	"N"	"A"	3	"9.1666666666666696"	"-79.846035999999998"	100	NA	"diffuse-porous"	NA	"simple"	NA	NA	NA	3	NA	"Panama"	"Barro Colorado Island (BCI)"	"S"	1.3	-2.6	0.000189	1.07	NA	"Barro Colorado Island (BCI)"	-0.6	29.2307692307692	"S"	"W"	"PC-PLCs"	NA	-1	NA	NA	NA	NA	NA	35.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.7833333333333	0	80.3	73.5	75.9	79.1	86.3	86.7	86.7	88.8	87.6	89.1	87.5	0	0	0	0	0	0	0	0	0	0	0	0	82.5	NA
"86"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Cochlospermum gillivraei"	13726	"Cochlospermum gillivraei"	1727323	12540306	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	16.5	"mm2 mg-1"	NA	NA	0.954149	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	15	"D"	NA	"T"	-19.1833333333333	145.75	60	18.5	7.02	1132	1647	"AU_Qld_ManyPeaks"	"Choat et al. 2005"	22.325	22.025	20.925	18.925	16.425	13.525	12.925	14.425	16.825	19.625	21.625	22.425	250.918673142503	244.250904205849	191.7276015294	85.2772553477317	48.0781233853467	20.4712204195515	17.3128035548207	16.9618683476284	15.5581275188592	33.3388446832696	77.0887671799111	131.01581068513	58.8	54.4	57.2	62.9	62.3	70.1	71.6	75	74.8	73.8	69.6	65.7	"TRS"	NA	NA	NA	NA	NA	57.125	"N"	"A"	6	NA	NA	NA	10	"semi-ring-porous"	NA	"simple"	8.56	104.8	NA	2	39.719298245614	"Australia"	"Many Peaks Range, Queensland"	"S"	1.44	-2.05	0.003982	7.75	0.44	"Many Peaks Range, Queensland"	-0.85	62.2950819672131	"S"	"PW"	"DH"	-0.44	-1.41	0.000569	NA	NA	NA	40	116.34	10.48	NA	NA	NA	NA	NA	NA	NA	NA	"vestured"	NA	NA	"no"	NA	NA	NA	NA	NA	0.3	66.35	8.5	61.6	63.8	62.5	59.6	59.3	56.5	55.7	53.8	50.4	51.5	53.8	0.3	0.3	0.4	0.8	1	0.9	0.9	1	1	0.9	0.6	0.4	57	165
"87"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Codiaeum variegatum"	13744	"Codiaeum variegatum"	1727324	12540398	1096	"Wood (sapwood) specific conductivity (stem specific conductivity)"	"Sapwood-specific conductivity / stem specific conductivity / hydraulic conductivity"	"Ks (kg m-1 MPa-1 s-1)"	"kg m-1 MPa-1 s-1"	"Single"	NA	NA	NA	0.86	"kg/m/s/Mpa"	NA	NA	1.59582	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"stem specific conductivity = xylem conductivity per unit of cross-sectional sapwood area"	NA	"E"	NA	"S"	21.6833333333333	101.416666666667	570	21.7	7.22	1560	1498	"CN_Xishuangbanna"	"Chen et al. 2009a, b"	16.4083333333333	17.7083333333333	20.4083333333333	23.3083333333333	24.9083333333333	25.0083333333333	24.9083333333333	24.7083333333333	24.2083333333333	22.4083333333333	19.7083333333333	16.7083333333333	17.3119605425401	25.0061652281134	26.9297163995068	64.4389642416769	161.578298397041	183.699136868064	283.723797780518	278.914919852035	252.946979038224	145.228113440197	85.5980271270037	34.6239210850801	57.2	61.8	56.1	56.8	48.9	32.7	29	33.7	40.5	45.2	50.5	54.5	"TRS"	NA	NA	NA	"Data on leaf gas exchange, anatomy and hydraulics also provided."	NA	76.0833333333333	"N"	"A"	NA	NA	NA	NA	92	"diffuse-porous"	"RM"	NA	NA	38	"fibres"	4	49.211356466877	"China"	"Xishuangbanna Tropical Botanical Garden"	"S"	2.23	-3.27	0.000171	0.86	0.13	"Xishuangbanna Tropical Botanical Garden"	-1.2	36.5384615384615	"S"	"PW"	"DH"	NA	NA	NA	NA	NA	NA	NA	NA	0.41304347826087	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	NA	NA	NA	NA	NA	NA	0.49	47.2416666666667	17.6	74.4	67.5	62.4	64.3	73.1	80.4	83.6	84.5	82.5	82.3	79.9	3.5	2.8	2.1	1.4	0.9	0.4	0.2	0.3	0.6	1.1	1.5	2.8	78.1	NA
"88"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Comarostaphylis diversifolia"	13996	"Comarostaphylis diversifolia"	1727332	12541192	1096	"Wood (sapwood) specific conductivity (stem specific conductivity)"	"Sapwood-specific conductivity / stem specific conductivity / hydraulic conductivity"	"Ks (kg m-1 MPa-1 s-1)"	"kg m-1 MPa-1 s-1"	"Single"	NA	NA	NA	1.54	"kg/m/s/Mpa"	NA	NA	0.787576	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"stem specific conductivity = xylem conductivity per unit of cross-sectional sapwood area"	NA	"E"	NA	"S"	34.0675	-118.719166666667	480	15.86	NA	380	1245	"USA_Ca_SantaMonica_13"	"Jacobsen et al. 2007c"	10.86	11.66	11.76	13.46	15.56	18.36	22.16	22.46	20.76	18.06	13.86	11.36	78.7889908256881	73.9082568807339	60.6605504587156	25.7981651376147	4.88073394495413	1.39449541284404	0	2.09174311926605	6.97247706422018	9.06422018348624	60.6605504587156	55.7798165137615	66.4	69.5	69.9	75.9	66.4	67.3	79.1	79.7	74.5	72	65.6	65.6	"WDS"	NA	NA	NA	NA	NA	68.975	"N"	"A"	NA	NA	NA	NA	NA	NA	"sol + RM"	"scalariform"	NA	21.93	"fibres"	3	NA	"USA"	"Santa Monica Mountains of Southern California, Chaparral"	"S"	5.61	NA	NA	1.54	NA	"Santa Monica Mountains of Southern California, Chaparral"	NA	NA	"O"	"P"	"CE"	NA	-6.51	NA	NA	NA	NA	26.7	26.15	NA	1.08	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	"yes"	243.4	NA	9921	NA	0.028	0.6662	70.9916666666667	27.1	66.6	68.5	68.9	67	69.1	71.1	71.4	71.7	70.1	68	67.8	5.2	3.6	3.2	2.3	1.4	0.6	0.3	0.3	0.7	1.4	2.8	5.3	67.5	NA
