"LastName"	"FirstName"	"DatasetID"	"Dataset"	"SpeciesName"	"AccSpeciesID"	"AccSpeciesName"	"ObservationID"	"ObsDataID"	"TraitID"	"TraitName"	"DataName"	"OriglName"	"OrigUnitStr"	"ValueKindName"	"OrigUncertaintyStr"	"UncertaintyName"	"Replicates"	"StdValue"	"UnitName"	"RelUncertaintyPercent"	"OrigObsDataID"	"ErrorRisk"	"Reference"	"Comment"	"max_height"	"42"	"45"	"47"	"59"	"60"	"61"	"62"	"68"	"80"	"92"	"112"	"113"	"117"	"118"	"119"	"120"	"121"	"122"	"123"	"124"	"125"	"126"	"127"	"128"	"129"	"130"	"131"	"132"	"133"	"134"	"135"	"136"	"137"	"138"	"139"	"140"	"153"	"154"	"155"	"156"	"157"	"158"	"159"	"160"	"161"	"162"	"163"	"164"	"193"	"216"	"226"	"232"	"235"	"283"	"325"	"327"	"413"	"448"	"505"	"506"	"507"	"515"	"703"	"706"	"708"	"709"	"713"	"719"	"882"	"911"	"1412"	"1736"	"1861"	"P50"	"2100"	"2200"	"k_sat"	"2358"	"2525"	"2537"	"2538"	"2539"	"2540"	"2541"	"2542"	"2543"	"Huber"	"2545"	"2546"	"2547"	"2548"	"2549"	"2550"	"2551"	"2552"	"2553"	"2554"	"2555"	"2556"	"2557"	"2558"	"2559"	"2560"	"2561"	"2562"	"2563"	"2564"	"2565"	"2566"	"2567"	"2568"	"2570"	"2571"	"2572"	"2573"	"2574"	"2575"	"2576"	"2577"	"2578"	"2579"	"2580"	"2581"	"2582"	"2583"	"2584"	"2585"	"2586"	"2587"	"2588"	"2589"	"2590"	"2591"	"2592"	"2593"	"2594"	"2656"	"6584"
"180"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Quercus ilex"	45402	"Quercus ilex"	1727817	12587164	42	"Plant growth form"	"Plant organ measured"	"Plant organ"	"Mpa"	"Single"	NA	NA	NA	43.2833333333333	"m"	NA	NA	4.08144	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"S = stem, T = trunk, R = root, P = petiole"	NA	"E"	NA	"T"	43.2833333333333	11.5833333333333	350	14.7	NA	910	1014	"IT_Siena"	"Tognetti et al. 1998"	6.625	7.825	9.825	12.925	16.925	20.825	23.625	23.425	20.125	15.625	11.125	7.525	75.7331571994716	72.1268163804491	78.1373844121532	78.1373844121532	68.5204755614267	55.2972258916777	37.2655217965654	52.892998678996	78.1373844121532	97.3712021136063	117.8071334214	98.5733157199472	36.8	37.4	41.3	44.7	50.8	55.7	65.1	64.1	57.2	48.1	35.5	33.6	"WDS"	NA	NA	NA	NA	NA	72.7333333333333	"N"	"A"	6	NA	NA	NA	NA	"diffuse-porous"	"sol"	"simple"	5.73	NA	"fibres"	2	36.8421052631579	"Italy"	"Rapolano Terma, Siena"	"S"	3.3	-5.5	6.4e-05	0.569	0.22	"Siena"	-1.25	17.2727272727273	"O"	"P"	"DH"	-3.8	-4.7	NA	NA	NA	NA	NA	NA	NA	1	0.0145	1.6	0.279232111692845	689.274	NA	NA	NA	"non-vestured"	0.021995	0.426236	"yes"	NA	NA	NA	NA	NA	NA	47.525	60.4	77.7	74.4	70.4	71.8	71.4	69.7	65.4	67.2	70.4	75.5	79.2	14.3	11.2	9.5	4.8	0.9	0	0	0	0.1	1.4	5.6	12.6	79.7	NA
"181"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Quercus ilex"	45402	"Quercus ilex"	1727818	12587311	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	4.48833034111311	"mm2 mg-1"	NA	NA	2.38047	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	20	"E"	NA	"T"	41.2166666666667	0.916666666666667	1000	10.9	NA	709	943	"ES_Prades_2"	"Martinez-Vilalta et al. 2002"	3.21666666666667	4.31666666666667	6.61666666666667	8.81666666666667	12.5166666666667	16.5166666666667	19.6166666666667	19.6166666666667	16.7166666666667	11.4166666666667	6.71666666666667	4.71666666666667	43.5164670658683	39.2709580838323	61.559880239521	59.437125748503	79.6032934131737	64.7440119760479	28.6571856287425	49.8847305389222	76.4191616766467	78.5419161676647	63.6826347305389	63.6826347305389	48.4	53.7	54.7	54.6	56.6	61.9	70.7	67.1	60	57	50.4	47.5	"WDS"	NA	NA	NA	"pit membrane thickness and t values from Jansen et al. 2009"	NA	66.9583333333333	"N"	"A"	7	NA	NA	NA	47.7980689393998	"diffuse-porous"	"sol"	"simple"	5.73	35.0093535437009	"fibres"	2	33.9234449760766	"Spain"	"Prades"	"S"	2.02	-4.17107170276945	0.001195859481042	2.53391720365148	0.12	"Prades"	NA	17.6656128901124	"S"	"PW"	"DH"	-4.06666666666667	-4.06666666666667	0.000398	NA	NA	NA	95.82	45.3659606212908	0.732442843833023	1	0.0145	1.6	0.279232111692845	689.247	NA	NA	NA	"non-vestured"	0.021995	0.426236	"yes"	NA	NA	NA	4.184	NA	NA	56.8833333333333	77.3	74.4	69.6	65.1	64.5	64	61.5	57	61.4	66.8	71.5	73.7	14.9	12.3	11.1	7.2	3.4	1.2	0.4	0.4	1	3.3	8.6	13.5	74	44.8833034111311
"182"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Quercus ilex"	45402	"Quercus ilex"	1727821	12587608	42	"Plant growth form"	"Plant organ measured"	"Plant organ"	"Mpa"	"Single"	NA	NA	NA	43.2833333333333	"m"	NA	NA	1.34419	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"S = stem, T = trunk, R = root, P = petiole"	NA	"E"	NA	"T"	43.2833333333333	11.5833333333333	350	14.7	NA	910	1014	"IT_Siena"	"Tognetti et al. 1999"	6.625	7.825	9.825	12.925	16.925	20.825	23.625	23.425	20.125	15.625	11.125	7.525	75.7331571994716	72.1268163804491	78.1373844121532	78.1373844121532	68.5204755614267	55.2972258916777	37.2655217965654	52.892998678996	78.1373844121532	97.3712021136063	117.8071334214	98.5733157199472	36.8	37.4	41.3	44.7	50.8	55.7	65.1	64.1	57.2	48.1	35.5	33.6	"WDS"	NA	NA	NA	NA	NA	72.7333333333333	"N"	"A"	NA	NA	NA	NA	NA	"diffuse-porous"	"sol"	"simple"	5.73	NA	"fibres"	3	36.8421052631579	"Italy"	"Rapolano Terma, Siena"	"S"	3.4	-4.9	NA	0.549	NA	"Rapolano Terma, Siena"	-0.7	25.3333333333333	"S"	NA	"DH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.0145	1.6	0.279232111692845	689.247	NA	NA	NA	"non-vestured"	0.021995	0.426236	"yes"	NA	NA	NA	NA	NA	NA	47.525	60.4	77.7	74.4	70.4	71.8	71.4	69.7	65.4	67.2	70.4	75.5	79.2	14.3	11.2	9.5	4.8	0.9	0	0	0	0.1	1.4	5.6	12.6	79.7	NA
"183"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Quercus pubescens"	45465	"Quercus pubescens"	1727834	12588896	42	"Plant growth form"	"Plant organ measured"	"Plant organ"	"Mpa"	"Single"	NA	NA	NA	43.2833333333333	"m"	NA	NA	3.68193	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"S = stem, T = trunk, R = root, P = petiole"	NA	"W"	NA	"T"	43.2833333333333	11.5833333333333	350	14.7	NA	910	1014	"IT_Siena"	"Tognetti et al. 1998"	6.625	7.825	9.825	12.925	16.925	20.825	23.625	23.425	20.125	15.625	11.125	7.525	75.7331571994716	72.1268163804491	78.1373844121532	78.1373844121532	68.5204755614267	55.2972258916777	37.2655217965654	52.892998678996	78.1373844121532	97.3712021136063	117.8071334214	98.5733157199472	36.8	37.4	41.3	44.7	50.8	55.7	65.1	64.1	57.2	48.1	35.5	33.6	"WDS"	NA	NA	NA	NA	NA	72.7333333333333	"N"	"A"	6	NA	NA	NA	NA	"ring-porous"	NA	NA	NA	NA	"fibres"	2	36.8421052631579	"Italy"	"Rapolano Terma, Siena"	"S"	3.3	-5.5	0.000129	1.65	0.2	"Siena"	-1.25	17.2727272727273	"O"	"P"	"DH"	-3.6	-4.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	47.525	60.4	77.7	74.4	70.4	71.8	71.4	69.7	65.4	67.2	70.4	75.5	79.2	14.3	11.2	9.5	4.8	0.9	0	0	0	0.1	1.4	5.6	12.6	79.7	NA
"184"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Quercus sebifera"	45478	"Quercus sebifera"	1727848	12590293	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	4.43775138843187	"mm2 mg-1"	NA	NA	2.41508	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	NA	"E"	NA	"S"	18.25	-97.4333333333333	2350	17	9.81063317703131	611	1569	"MX_Tehuacan"	"Bhaskar et al. 2007"	13.8416666666667	15.2416666666667	17.7416666666667	19.4416666666667	19.6416666666667	18.7416666666667	17.7416666666667	18.1416666666667	17.8416666666667	16.6416666666667	15.1416666666667	13.8416666666667	12.0448028673835	6.78888888888889	8.65035842293907	31.973476702509	68.2173835125448	123.951971326165	79.1672043010753	92.3069892473118	118.258064516129	50.0406810035842	12.7017921146953	6.89838709677419	57.4	59.8	55.1	45.2	40.6	37.1	38.1	41.4	36.4	47.5	53.1	54.8	"WDS"	NA	NA	NA	NA	NA	66.625	"N"	"A"	NA	NA	NA	NA	NA	NA	NA	"simple"	NA	NA	"fibres"	NA	22.6296296296296	"Mexico"	"Tehuacan Valey"	"S"	5.5	-10.5	0.000184	0.71	0.135847750929728	"Tehuacan Valey"	-2.1	7.6	"S"	"W"	"DH"	-3.6	-5.58	0.000244984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	"yes"	NA	NA	NA	NA	NA	0.709643011323721	47.2083333333333	26.3	63.6	59.6	57.3	58.4	64.4	71.1	72.6	72.8	73.8	71.3	68.9	6.4	4.6	2.4	1	0.4	0.2	0.3	0.4	0.3	1	3.4	5.9	65.7	44.3775138843187
"185"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Retama sphaerocarpa"	45938	"Retama sphaerocarpa"	1727862	12591587	42	"Plant growth form"	"Plant organ measured"	"Plant organ"	"Mpa"	"Single"	NA	NA	NA	37.0166666666667	"m"	NA	NA	2.33818	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"S = stem, T = trunk, R = root, P = petiole"	NA	"E"	NA	"S"	37.0166666666667	-2.41666666666667	300	17.9	15.9	242	1097	"ES_AlmerÌa"	"Miranda et al. unpublished"	11.0916666666667	11.7916666666667	13.7916666666667	15.5916666666667	18.5916666666667	22.4916666666667	25.7916666666667	26.0916666666667	23.5916666666667	19.0916666666667	14.7916666666667	12.0916666666667	28.4705882352941	24.2837370242215	23.4463667820069	26.7958477508651	20.9342560553633	10.0484429065744	2.5121107266436	3.34948096885813	15.0726643598616	30.9826989619377	27.6332179930796	28.4705882352941	56.9	57	55.9	56.6	65.5	71.6	77.5	74.8	66.4	61.3	58	56.1	"DES"	NA	NA	NA	NA	NA	64.9416666666667	"N"	"A"	4	NA	NA	NA	NA	"diffuse-porous"	"clusters"	"simple"	NA	NA	"fibres"	3	8.67383512544803	"Spain"	"AlmerÌa"	"S"	3.14	-5.98632880670029	0.000174	0.549	0.43377088286344	"AlmerÌa"	-0.293671193299705	13.3505306591942	"S"	"PW"	"AD"	-1.11	-2.028	0.000313815081325178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"vestured"	NA	NA	"yes"	NA	NA	NA	NA	NA	NA	63.1333333333333	45.8	72	69.4	65.4	64.4	63.1	59.2	55.1	57.4	61.5	67.7	71.9	9.8	7.7	6.6	3.9	1.6	0.5	0.2	0.2	0.5	1.5	4.7	8.6	72.2	NA
"186"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Rhamnus crocea"	45988	"Rhamnus crocea"	1727869	12592301	42	"Plant growth form"	"Plant organ measured"	"Plant organ"	"Mpa"	"Single"	NA	NA	NA	34.1028333333333	"m"	NA	NA	1.73696	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"S = stem, T = trunk, R = root, P = petiole"	NA	"E"	NA	"S"	34.1028333333333	-118.695	220	16.675	NA	380	1263	"USA_Ca_SantaMonica_16"	"Jacobsen et al. 2007c"	12.35	13.05	13.25	14.65	16.45	18.95	21.85	22.25	21.05	18.65	14.95	12.65	82.3333333333333	79.1666666666667	60.9583333333333	24.5416666666667	3.95833333333333	0.791666666666667	0	2.375	5.54166666666667	8.70833333333333	57.7916666666667	53.8333333333333	66.4	69.5	69.9	75.9	66.4	67.3	79.1	79.7	74.5	72	65.6	65.6	"WDS"	NA	NA	NA	NA	NA	68.975	"N"	"A"	NA	NA	NA	NA	NA	"semi-ring-porous"	"clusters"	"simple"	NA	23.66	"fibres"	4	NA	"USA"	"Santa Monica Mountains of Southern California, Chaparral"	"S"	5.35	NA	NA	1.07	NA	"Santa Monica Mountains of Southern California, Chaparral"	NA	NA	"O"	"P"	"CE"	NA	-5.89	NA	NA	NA	3.44	183	27.29	NA	2.5	0.319829434	NA	NA	538	NA	NA	NA	"non-vestured"	0.164448396214588	0.327645451311796	"yes"	241	NA	8948	NA	0.033	0.6766	70.9916666666667	27.1	66.6	68.5	68.9	67	69.1	71.1	71.4	71.7	70.1	68	67.8	5.2	3.6	3.2	2.3	1.4	0.6	0.3	0.3	0.7	1.4	2.8	5.3	67.5	NA
"187"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Rhamnus crocea"	45988	"Rhamnus crocea"	1727870	12592441	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	7.86	"mm2 mg-1"	NA	NA	1.45694	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	2.01	"E"	NA	"S"	34.0855555555556	-118.650555555556	250	16.9893333333333	NA	379	1260	"USA_Ca_SantaMonica_11"	"Pratt et al. 2007a, b"	12.606	13.306	13.506	15.006	16.906	19.506	22.106	22.606	21.506	19.006	15.206	12.606	86.9355670103093	70.4275773195876	56.0685567010309	33.9927835051546	5.95850515463918	1.95360824742268	1.85592783505155	3.02809278350515	5.56778350515464	7.81443298969072	52.6497422680412	52.7474226804124	67	69.7	69.8	75.7	66.1	67.4	79.7	80.5	74.8	72.3	66.3	66.6	"WDS"	NA	NA	NA	NA	NA	68.15	"N"	"A"	NA	NA	NA	NA	NA	"semi-ring-porous"	"clusters"	"simple"	NA	28.8248	"fibres"	4	NA	"USA"	"Santa Monica Mountains, Los Angelos County CA"	"S"	5.17371977319614	-8.6634700470411	NA	1.063	NA	"Santa Monica Mountains, Los Angelos County CA"	-2.37289829666949	10.8890313111523	"O"	"W"	"CE"	-3.6	-5.7	NA	5.35	NA	3.44	NA	27.387	NA	2.5	0.319829434	NA	NA	538	NA	NA	NA	"non-vestured"	0.164448396214588	0.327645451311796	"yes"	193.6618	NA	NA	NA	0.0327	0.605	71.325	26.7	65.9	67.9	68.2	66.2	68.1	69.9	70.3	70.8	69.4	67.4	67.1	4.9	3.5	3.2	2.3	1.5	0.7	0.3	0.3	0.8	1.5	2.7	5	66.6	78.6
"188"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Rhamnus ilicifolia"	45995	"Rhamnus ilicifolia"	1727875	12592946	3117	"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded"	"SLA: undefined if petiole in- or excluded"	"SLA (cm2 g-1)"	"cm2 g-1"	"Single"	NA	NA	NA	5.15	"mm2 mg-1"	NA	NA	2.7482	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"specific leaf area =  leaf area to mass ratio"	3.04	"E"	NA	"S"	34.0344444444444	-118.7	60	16.6786666666667	NA	379	1190	"USA_Ca_SantaMonica_9"	"Pratt et al. 2007a, b"	13.312	13.712	14.012	15.212	16.412	18.112	20.212	20.912	20.412	18.612	15.712	13.512	83.7789473684211	80.7868421052632	59.8421052631579	24.9342105263158	2.99210526315789	0.997368421052632	0	1.99473684210526	4.98684210526316	7.97894736842105	56.85	53.8578947368421	66.4	69.5	69.9	75.9	66.4	67.3	79.1	79.7	74.5	72	65.6	65.6	"WDS"	NA	NA	NA	NA	NA	68.975	"N"	"A"	NA	NA	NA	NA	NA	"semi-ring-porous"	"clusters"	"simple"	NA	26.3353	"fibres"	3	NA	"USA"	"Santa Monica Mountains, Los Angelos County CA"	"S"	5.91874649628504	-9.82748587728497	NA	1.052	NA	"Santa Monica Mountains, Los Angelos County CA"	-2.74956893391581	9.7218044735126	"O"	"W"	"CE"	-5.1	-5.7	NA	5.74	NA	NA	NA	30.881	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	"yes"	246.7847	NA	NA	NA	0.0255	0.676	70.9916666666667	27.1	66.6	68.5	68.9	67	69.1	71.1	71.4	71.7	70.1	68	67.8	5.2	3.6	3.2	2.3	1.4	0.6	0.3	0.3	0.7	1.4	2.8	5.3	67.5	51.5
"189"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Rhamnus ilicifolia"	45995	"Rhamnus ilicifolia"	1727876	12593023	42	"Plant growth form"	"Plant organ measured"	"Plant organ"	"Mpa"	"Single"	NA	NA	NA	34.1028333333333	"m"	NA	NA	1.54001	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"S = stem, T = trunk, R = root, P = petiole"	NA	"E"	NA	"S"	34.1028333333333	-118.695	220	16.675	NA	380	1263	"USA_Ca_SantaMonica_16"	"Jacobsen et al. 2007c"	12.35	13.05	13.25	14.65	16.45	18.95	21.85	22.25	21.05	18.65	14.95	12.65	82.3333333333333	79.1666666666667	60.9583333333333	24.5416666666667	3.95833333333333	0.791666666666667	0	2.375	5.54166666666667	8.70833333333333	57.7916666666667	53.8333333333333	66.4	69.5	69.9	75.9	66.4	67.3	79.1	79.7	74.5	72	65.6	65.6	"WDS"	NA	NA	NA	NA	NA	68.975	"N"	"A"	NA	NA	NA	NA	NA	"semi-ring-porous"	"clusters"	"simple"	NA	26.15	"fibres"	3	NA	"USA"	"Santa Monica Mountains of Southern California, Chaparral"	"S"	7.18	NA	NA	1.45	NA	"Santa Monica Mountains of Southern California, Chaparral"	NA	NA	"S"	"P"	"CE"	NA	-4.6	NA	NA	NA	NA	123	29.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	"yes"	202.84	NA	11341	NA	0.032	0.612	70.9916666666667	27.1	66.6	68.5	68.9	67	69.1	71.1	71.4	71.7	70.1	68	67.8	5.2	3.6	3.2	2.3	1.4	0.6	0.3	0.3	0.7	1.4	2.8	5.3	67.5	NA
"190"	"Jansen"	"Steven"	241	"Xylem Functional Traits (XFT) Database"	"Rhizophora mangle"	46095	"Rhizophora mangle"	1727884	12593799	42	"Plant growth form"	"Plant organ measured"	"Plant organ"	"Mpa"	"Single"	NA	NA	NA	21.5	"m"	NA	NA	1.02296	"Brendan Choat, Steven Jansen, Tim J. Brodribb, Herve Cochard, Sylvain Delzon, Radika Bhaskar, Sandra J. Bucci, Taylor S. Feild, Sean M. Gleason, Uwe G. Hacke, Anna L. Jacobsen, Frederic Lens, Hafiz Maherali, Jordi Martinez-Vilalta, Stefan Mayr, Maurizio Mencuccini, Patrick J. Mitchell, Andrea Nardini, Jarmila Pittermann, R. Brandon Pratt, John S. Sperry, Mark Westoby, Ian J. Wright & Amy E. Zanne (2012) Global convergence in the vulnerability of forests to drought. Nature 491:752-755 doi:10.1038/nature11688"	"S = stem, T = trunk, R = root, P = petiole"	24	"E"	NA	"T"	21.5	-157.833333333333	1	25.0503333333333	NA	2220.1	NA	"USA_Hi_Oahu"	"Melcher et al. 2001"	22.792	22.792	23.492	24.192	25.192	26.192	26.792	27.292	27.092	26.292	24.992	23.492	202.6	182.8	233.7	204.7	177.7	119.5	182.1	168.5	127.7	170.8	229.2	220.8	62.3	65.2	67.7	64.7	67.6	70.1	72.5	74.1	74.2	66.7	59.6	59.1	"TRS"	NA	NA	NA	"Coastal site: (at coastal site; soil water = -2.6 Mpa)"	NA	69.3833333333333	"N"	"A"	NA	NA	NA	NA	NA	"diffuse-porous"	"sol"	"scalariform"	NA	NA	"tracheids"	1	NA	"USA"	"Oahu, Hawaii"	"S"	6.3	-7.35	0.000189	0.4	NA	"Oahu, Hawaii"	-2.2	36.1904761904762	"S"	NA	"DH"	-2.7	-3.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"non-vestured"	NA	NA	"no"	NA	NA	NA	NA	NA	NA	66.9833333333333	6.9	74	71.9	70.1	68.3	67.6	66	66.9	66	67.6	69.6	71.4	0.6	0.6	0.8	0.9	0.7	0.4	0.2	0.2	0.4	0.7	0.7	0.7	73.2	NA
